bucket	ids	published	date	section	line	text
SOURCE	cdg-1527	cdg-1527:true		弘煜／風色幻想 系列批次 存疑	332	cdg-1527 風色幻想3 主角歸屬分歧：維基/Steam 以凱琳・賽拉菲姆為 WF3 主角，jendow 民間 wiki 稱凱琳於 WF4 才正式成主角；正文採中性寫法（凱琳與西撒為核心角色），未斷言主角。
SOURCE	-	(無id)		弘煜／風色幻想 系列批次 存疑	333	弘煜三款（1526/1527/2016）製作人皆未查得具名（含傳聞的陳世傑）；維基僅列創辦人洪而立/洪而立。若補 staff[] 需一手來源（片頭 staff roll／當年雜誌）。
SOURCE	cdg-2016	cdg-2016:true	2003-07-11	弘煜／風色幻想 系列批次 存疑	334	cdg-2016 征天風舞傳：三國誌異 巴哈 ACG 頁（s=5517）403 未能取一手欄位；台灣發行日 2003-07-11、ChinaJoy 圖像大獎均出自 jendow/攻略部落格，待更硬來源。
SOURCE	cdg-4546	cdg-4546:缺檔		cdg-3372 戰國策2：七雄之爭	337	genre 分歧：合併採 4546 的 `HSG`（歷史策略，正文亦作「歷史策略遊戲」），但 chiuinan 介紹頁把本作標為「即時戰略」；原 stub 自動判為 `SLG`。三方不一致，待查證實際玩法（回合制大戰略 vs RTS）後定稿。cdg-4546 已合併入本款、registry 標 merged。
SOURCE	cdg-4287	cdg-4287:true		昱泉國際 系列批次 存疑	340	cdg-4287 窈窕美眉之百分百女孩「昱泉開發」僅百度百科單源（維基昱泉自研列表未收），另有賣場與 kudgame 清單標【昱泉】/第三波發行為佐；dev/publisher 角色分配待更硬來源。現 `developer: 昱泉`、`publisher_tw: 第三波`。
SOURCE	cdg-4881	cdg-4881:true		昱泉國際 系列批次 存疑	341	cdg-4881 搞鬼！嘿！嘿！嘿！ 資料極稀：僅 kudgame PC 遊戲列表標【昱泉】出品，發行年/類型/內容全查無；`year`/`genre` 留 null。突破點：巴哈 ACG 或實體盒裝。搜尋易與韓製《搞鬼 Online》（遊戲新幹線代理）混淆，非同款。
SOURCE	cdg-0863	cdg-0863:true		昱泉國際 系列批次 存疑	342	cdg-0863 般若魔界2：帝都魔域傳 發行年分歧：chiuinan/金石堂記 1999、維基昱泉列表記 2000；已採 `year: 1999`、正文並陳 2000 說。劇情/世界觀因百度百科全程 403 未能取一手描述，正文僅陳玩法規格。
?	cdg-0566	cdg-0566:true		昱泉國際 系列批次 存疑	343	cdg-0566 幻影特攻 類型判定（FPS）主要據 chiuinan 操作說明（可切第一/三人稱、狙擊鏡）單一權威來源；維基昱泉表亦列 3D FPS。改編自 1998 同名港片已由電影維基佐證。
?	cdg-2596	cdg-2596:true		昱泉國際 系列批次 存疑	344	cdg-2596 鄭問之三國誌 昱泉角色為「台灣代理／中文化」或「與 GameArts 聯合發行」雙源略有出入；genre 由 stub 的 SLG 改判 HSG（三國志 like 歷史模擬）。staff（黑田幸弘/神涼介/鄭問）採日方多源一致值。
SOURCE	cdg-1879|cdg-1876	cdg-1879:true,cdg-1876:true		昱泉國際 系列批次 存疑	345	笑傲江湖昱泉三款（cdg-1879/1877/1878）台灣代理商未定：自行發行 vs 第三波代理各為單一來源且矛盾，`publisher_tw` 一律留空。首作官方全名《笑傲江湖之日月神教》，「笑傲江湖」為簡稱、已入 title_aliases（與智冠 cdg-1876 同名作區分）。
SOURCE	-	(無id)		cdg-1638 信長之野望II 語言訂正	348	原 stub 標 `content_language: zh`／`localization_level: localized`（來源 chiuinan「ch」中文區介紹頁、fandom 簡中「战国群雄传」、rwv merge、alias「G1481-信長之野望II中文版」），與 [[sanbo-dosv-series]
SOURCE	cdg-4909|cdg-4910	cdg-4909:true,cdg-4910:true		歐風軟體	354	cdg-4909 魔域總動令（歐風 G024，99 元）與 cdg-4910 路博士（歐風 G025，66 元／1 片）原作未定：三輪查證（endlessfight 原目錄、omega、cn-dos-games wiki、巴哈國產總表、PTT Old-Games）皆查無此二中文名，疑為歐風自取譯名、原目錄無英文名、公開
SOURCE	cdg-4913|cdg-0527	cdg-4913:true,cdg-0527:false		歐風軟體	355	cdg-4913 小精靈II（Gremlins 2）版本歧義：電影《小精靈2》(1990) 的電腦改編有兩款彼此獨立的英文版並存——①Hi Tech Expressions（美，1991，MS-DOS 獨佔，俯視迷宮動作冒險）②Elite Systems 發行／Motivetime 開發（1990，Amiga/ST/P
SOURCE	cdg-4915|cdg-4919|cdg-1178	cdg-4915:true,cdg-4919:true,cdg-1178:true		歐風軟體	358	兩款原作未識別（`published: false`、developer/year/genre 留 null）：cdg-4915 沙場風暴（G033，120 元）、cdg-4919 空中攔擊（G037，160 元）。歐風目錄皆未列或僅列無足跡的英文名、網路零匹配。語意反推候選（未證實、勿當定論）：沙場風暴≈Storm 
?	cdg-4918	cdg-4918:true		歐風軟體	361	cdg-4918 上帝也巔峯（G036，Supremacy/Overlord）發行年：原作 Amiga/ST 為 1990、MS-DOS 版為 1991 底。frontmatter 採原作 `year: 1990`、正文註明 DOS 版 1991。與 2007 Codemasters《Overlord》非同款、已標。
?	cdg-4914|cdg-0148	cdg-4914:true,cdg-0148:true		歐風軟體	362	cdg-4914 米格29戰鬥機（G032）確認為 Domark/Simis 1990 版《MiG-29 Fulcrum》，非 Codemasters 1989《MIG-29 Soviet Fighter》。cdg-0148 一路狂飆發行年主流記 1991（archive.org 檔名標 1990），採 1991。
SOURCE	cdg-4995|cdg-4998|cdg-4999|cdg-5000	cdg-4995:true,cdg-4998:true,cdg-4999:true,cdg-5000:true		歐風軟體	363	cdg-4995 賭城之旅、cdg-4998 花式撞球、cdg-4999 十項全能、cdg-5000 決戰西洋棋：第三波「益智娛樂軟體（16BIT系列）」條目已建，但本體對應仍待查；目前英文名過於泛用，需實體磁片/包裝/畫面或同批來源確認實際原作。
SOURCE	cdg-4924	cdg-4924:true		歐風軟體	366	cdg-4924 鐵甲異變（G043）＝Metal Mutant（Silmarils, FR 1991）為**高信度推證、非目錄既有**：歐風目錄未列英文名，但「鐵甲異變」近乎 Metal Mutant 直譯、且變形機甲（Cyborg/Dino/Tank）玩法精準吻合，故已建 published 條目（genre AA
?	cdg-4929|cdg-4923|cdg-4929|cdg-1731	cdg-4929:true,cdg-4923:true,cdg-4929:true,cdg-1731:false		歐風軟體	367	兩款原作未識別（developer/year/genre 留 null；cdg-4929 已依使用者指示 published）：cdg-4923 阿茲特傳奇（G042，180 元）、cdg-4929 快樂原始人（G050，140 元）。中信度/多候選、無決定性證據，勿逕填：阿茲特傳奇領先候選 The Gold of t
?	cdg-4922	cdg-4922:true		歐風軟體	368	cdg-4922 驚異大奇航（G041，140 元）無法識別：中文名與 1987 電影《Innerspace》台灣譯名重合但查無對應遊戲；語意候選 Fantastic Voyage（時間/平台對不齊，排除性參考）。`published: false`。
?	cdg-2290|cdg-2291|cdg-4928|cdg-2071	cdg-2290:true,cdg-2291:缺檔,cdg-4928:true,cdg-2071:false		歐風軟體	370	cdg-2290 教父（G045）＝《The Godfather: The Action Game》(Creative Materials／U.S. Gold, GB 1991)：改編自《教父》三部曲（非單 1972 首集），promote 為 published、foreign→packaging。cdg-2291 
SOURCE	cdg-4930|cdg-4932|cdg-4934|cdg-4935	cdg-4930:true,cdg-4932:true,cdg-4934:true,cdg-4935:true		歐風軟體	373	四款無英文名、經高信度推證後已 published（歐風目錄無英文名，識別靠反查＋德系批次旁證，待實體外盒最終核實）：cdg-4930 1948柏林＝East vs. West: Berlin 1948（Time Warp／Rainbow Arts, DE 1989，名稱年份+城市精準吻合）、cdg-4932 石油大亨
?	cdg-4931|cdg-4936	cdg-4931:true,cdg-4936:true		歐風軟體	374	兩款原作未識別（已依使用者指示 published）：cdg-4931 火龍劫（G053，200 元，候選 Dragon Lord=Dragon's Breath／Palace 1990、或 Dragonflight／Thalion 1991，兩者皆無硬證據）、cdg-4936 法老王（G058，140 元，候選 Ph
?	cdg-4205|cdg-4933|cdg-4938	cdg-4205:true,cdg-4933:true,cdg-4938:true		歐風軟體	376	cdg-4205 無敵艦隊2525（G061，Armada 2525／Robert T. Smith・Interstel, 1991）：使用者提問的「Armada (1988) 前作」在維基/MobyGames 查無，正文未寫傳承。cdg-4933 魔鬼終結者（G055）確定為 Bethesda 1991 DOS 版（
SOURCE	cdg-4943	cdg-4943:true		精訊資訊	385	cdg-4943 世界棒球賽＝The World's Greatest Baseball Game（Quest／Epyx, US 1984，Apple II）：**中信度推論**，無直接精訊來源點名英文原名；判準＝精訊目錄整批 Epyx 運動作旁證＋名稱直譯＋已排除 HardBall!（目錄另有「硬式棒球」）與 Rea
SOURCE	cdg-4805	cdg-4805:true		精訊資訊	387	cdg-4805 世界運動會（Epyx World Games）補精訊：原僅軟體世界 DOS 平價版（平039），本批依精訊目錄補列 publisher_tw「精訊」＋platform Apple II／DOS，並於正文補精訊早期 Apple II 引進。**「精訊確為 Apple II World Games」屬強推
SOURCE	cdg-4155	cdg-4155:true		精訊資訊	399	cdg-4155 冰城傳奇＝The Bard's Tale（Interplay／EA, US 1985，DOS 約 1987）enrich：補精訊 publisher、localization foreign→packaging、platform Apple II／DOS，正文「僅藉精訊雜誌攻略接觸」修正為「精訊以英文
EDIT	cdg-2963|cdg-2965|cdg-4604|cdg-1840	cdg-2963:true,cdg-2965:true,cdg-4604:true,cdg-1840:true		精訊資訊	433	**資料層小瑕**（非本批請求、待專門批次）：cdg-2963 與 cdg-2965 共用同一 `catalog_id: SWT165,OCD053` 且 `size: 1CD`——SWT165 疑為 CD 典藏版（創世紀123典藏版 cdg-4604）之碼，掛到個別 Ultima I/III 條目屬 merge 殘留
SOURCE	cdg-4058|cdg-5034	cdg-4058:true,cdg-5034:true		精訊 M021–M028 批待考	475	cdg-4058 火狐狸（1997）待考／triage：一筆 `offlinelist/fandom@merge` 的未分類 stub（`published: false`、year 1997、developer null、alias「G1238-火狐狸」、`references.fandom: 火狐狸 (1997)`
SOURCE	cdg-5046	cdg-5046:true		第三波早期引進批次 2	478	cdg-5046 星際大戰（Space War）：原作身分無法唯一確定。「Space War」1980 年代有多款同名／衍生作（Spacewar! 1962 家用移植、Cinematronics《Space Wars》1977 街機、Atari 2600《Space War》1978），皆不完全吻合第三波常引進的 Ap
SOURCE	cdg-5051|cdg-5052|cdg-5053	cdg-5051:true,cdg-5052:true,cdg-5053:true		第三波早期引進批次 3	482	cdg-5051 迷宮賽車（Car Maze）／cdg-5052 21點遊戲（Black Jack）／cdg-5053 押骰子（Dice）：三款名稱通用、查無單一商業原作（疑早期 Apple II BASIC 簡易程式），developer/year/platform 皆 null。Black Jack 唯一著名商業候
DECIDE	cdg-5054|cdg-4054|cdg-4054	cdg-5054:true,cdg-4054:false,cdg-4054:false		第三波早期引進批次 3	483	cdg-5054 最長的一日（Czorian Siege）與 cdg-4054「最長的一日」(year 1994、未分類 stub) **中文名撞名**：新款已加英文括號消歧義（Czorian Siege＝1983 Computer Applications Unlimited/Screenplay 射擊）；cdg-4
SOURCE	cdg-5057	cdg-5057:true		第三波早期引進批次 4	489	cdg-5057 四色牌（511000051）：全表唯一無英文名，判為華人傳統牌戲、台灣在地自製中文程式（content zh/native），developer/year 待考。
?	cdg-5052	cdg-5052:true		第三波早期引進批次 4	490	cdg-5052/5053/5062/5063/5064（21點/押骰子/超級樸克/樸克牌GIN/樸克遊戲Poker）：名稱通用、查無單一商業原作，developer/year/platform null。
SOURCE	cdg-5061	cdg-5061:true		第三波早期引進批次 4	491	cdg-5061 恐慌大追擊（Panic）：通用名，最可能對應 Broderbund《Apple Panic》(IBM PC 1982) 或 Universal 街機《Space Panic》(1980)，缺封面未定版。
?	cdg-5065	cdg-5065:true		第三波早期引進批次 5	498	cdg-5065 賓果遊戲(Bingo)：通用名多候選、無單一原作，null。
SOURCE	cdg-5066	cdg-5066:true		第三波早期引進批次 5	499	cdg-5066 步步高升(Big 2 Game)：大老二/鋤大D 亞洲牌戲、無歐美原作，判在地自製(zh/native)、developer/year 待考。
?	cdg-5071|cdg-5075|cdg-5072	cdg-5071:true,cdg-5075:true,cdg-5072:true		第三波早期引進批次 7	512	無單一原作（華人棋牌判 zh/native；西式判 en 通用）：cdg-5071 蝴蝶棋(華人民間棋)、cdg-5075 樸克99點(中式99點)、cdg-5072 自然制橋牌(西式橋牌 en)。
SOURCE	cdg-5074	cdg-5074:true		第三波早期引進批次 7	513	cdg-5074 全能情報員：目錄無英文名、查無原作，極簡條目（content/genre 多 null，genre ETC），待第三波實體/其他來源補考。
SOURCE	cdg-5082|cdg-5082	cdg-5082:true,cdg-5082:true	2026-07-12	龍之忍者 更正：第三波 511000078 實為另一款	526	**cdg-5082 平台待查：Apple II vs 第三波 16BIT（DOS）（2026-07-12）**：條目 `platform_note` 現為 Apple II（源自建檔時的認定）；但使用者提供的實體外盒（第三波 16BIT 系列、產品編號 710-78、標「單色(MGA)螢幕適用」）明顯是 **PC/D
SOURCE	-	(無id)		天堂鳥／幸福鴨 H-Game 補正文批次	531	**if2/if3 台灣版年份存疑**：青衫之友三頁一致記天堂鳥版皆 **1996**；但 frontmatter 現為 戀愛白皮書 1995、愛情方程式 1995（愛之物語已是 1996）。日本原版年 if2=1993、if3=1995。未硬證前保留現值，待實體光碟／說明書印刷年覆核；若採 chiuinan 說則三作
SOURCE	cdg-2171|cdg-2171	cdg-2171:true,cdg-2171:true		天堂鳥／幸福鴨 H-Game 補正文批次	532	**cdg-2171 超時空G點 正文「蒐集各族寶石以復活金龍」設定來源不明**：本次研究於 chiuinan、日文資料庫、Quintia Road 系列考據均未能佐證「金龍／寶石」具體設定（部落格僅提「騎龍女角」）。該句在已發佈的 cdg-2171 正文，待查證或改寫。
?	cdg-3788|cdg-2171	cdg-3788:true,cdg-2171:true		天堂鳥／幸福鴨 H-Game 補正文批次	533	cdg-3788 developer 欄現為 PLUM、cdg-2171 為 Great；兩者同社（Plum＝Great 廣島開發品牌），正文均已敘明關係，欄位未強制統一。
SOURCE	cdg-3922|cdg-3174	cdg-3922:true,cdg-3174:true		彩虹／新藝／旭光／資策 補正文批次	539	**cdg-3922 幸福人生 二處存疑**：①實際開發工作室不詳（Fandom infobox 把 developer 也填「資策」，但依資策科技「只發行、開發另有小工作室」慣例，developer 留 null）；②「藍本＝Jones in the Fast Lane」僅見 WebSearch AI 摘要、無一手來
SOURCE	cdg-3636	cdg-3636:true	1996-02-10	彩虹／新藝／旭光／資策 補正文批次	540	cdg-3636 高報酬戰將 台灣版確切發行日 1996-02-10 無一手佐證（各源只到「1996」）；日版 1994 PC-98 FD×4（Imagineer）。「與 ENIX 共同製作」為 AI 摘要、未採信。
?	cdg-2709	cdg-2709:true	1996-02-15	彩虹／新藝／旭光／資策 補正文批次	541	cdg-2709 霹靂嬌娃：日版《Dies Irae》1996-02-15 PC-98 FD×7、另 PC-9821 CD-ROM 版（偏 1997），台版光碟版對應之——解釋 1996/1997 兩記法。含裸露但非 H-game（refuge 標 NSFW、pc98.org 稱無 hentai），未設 adult。s
SOURCE	cdg-4139|cdg-4065|cdg-4139	cdg-4139:true,cdg-4065:true,cdg-4139:true		彩虹／新藝／旭光／資策 補正文批次	542	cdg-4139 異星突擊 正文稱前作《蕩寇雄師》cdg-4065 為旭光作品，但本批研究於 pixnet 旭光年表未見《蕩寇雄師》、巴哈總表另標其類型「益智博奕」——旭光是否確為《蕩寇雄師》開發商待查（未動 cdg-4139）。
SOURCE	cdg-5095	cdg-5095:true		微波／莎莉／右將／亞特斯／尋夢園 補正文批次	549	cdg-5095 超能力 待日後翻到軟體世界廣告／資訊展資料或巴哈國產總表再補年份與類型；足夠再考慮發佈。
SOURCE	cdg-5097	cdg-5097:true		華義 補正文＋新建批次	556	**cdg-5097 美少女聖記 adult 未定**：同名 OVA 為 18 禁；遊戲版分級日方一手來源有落差（en.wiki 稱 adult title、ja.wiki 未列遊戲分級），保守未設 adult:true，正文以「OVA 為 18 禁、遊戲以戀愛養成＋機戰為主」中性處理。華義中文版是否刪修/分級待查。g
SOURCE	cdg-5098	cdg-5098:true		華義 補正文＋新建批次	557	**cdg-5098 奶娃大作戰**：華義中文版確切發行年月、媒體片數、中文化程度（本作幾無文字，疑僅包裝中文化→localization packaging、content_language null）皆待一手佐證；year 2001 為據韓版 PC 版推定。genre 暫給 ACT（快打競技），亦可視為派對/體育小
?	cdg-3521	cdg-3521:true		華義 補正文＋新建批次	558	狂王3 year 保留日版 1996（cdg-3521 之後繼者日版 1998），華義中文版皆 1999 同碟——year 欄採日版年、正文敘明中文版年。
SOURCE	cdg-5099	cdg-5099:true		華義 triage＋補完批次	566	**cdg-5099 卡哇伊小貓咪 分級待查**：巴哈標分級不明、玩家稱蘿莉養成，保守未設 adult:true；日文原名/原版日期亦未尋得。平台推定 Windows（2000 AIC gal game）未硬證。
SOURCE	cdg-1474	cdg-1474:true		華義 triage＋補完批次	567	**cdg-1474 美媚夢工廠 分級待查**：清涼獸娘、賣肉明顯，但 ErogameScape 收錄標全年齡，未斷言 18 禁、未設 adult。
SOURCE	cdg-5100|cdg-5101	cdg-5100:true,cdg-5101:true		華義 triage＋補完批次 2	573	**cdg-5100 / cdg-5101 台灣代理年待考**：兩款原作年確定（2000 / 1999），但華義台灣中文版確切發行年未取得一手佐證（研究推估 2001–2002），year 欄採原作年、正文標「台灣代理中文版」。華義代理身分依使用者 kudgame 清單，研究未能獨立證實；若日後翻到巴哈頁/廣告可補台灣
SOURCE	cdg-2115	cdg-2115:true		華義 triage＋補完批次 2	574	cdg-2115 綠色奇蹟 developer「創意鷹翔」來源不明（既有 region 標 CN，研究傾向本土但無法證實公司背景），暫留 CN 待考。
?	cdg-2844	cdg-2844:true		華義 triage＋補完批次 2	575	cdg-2844 蜘蛛超人：華義版基底疑為 1996 Windows《Hyper Crazy Climber》移植（時間/七關/多主題大樓相符），無來源直證；chiuinan「改編自大金剛」為撰稿者類比、非正式系譜。
SOURCE	cdg-5106	cdg-5106:true		華義 triage＋補完批次 3	580	**cdg-5106 夢幻西巴拉 資料極薄**：僅一則 Yahoo 拍賣頁佐證玩法；原名/開發商/發行年全查不到，year/developer 留 null、genre PZG，honest 短 stub。「夢幻」為華義代理/重新包裝品牌前綴（維基載其把日系 PC 遊戲加台味重包，如夢幻西餐廳）。玩法近似 XI/Dev
?	-	(無id)		華義 triage＋補完批次 3	581	五款新建 foreign 代理款 year 採原作年（研究另有精確台灣售日，記正文）；華義中文版確切年多未坐實（披薩屋推估1999–2000）。魔法危機台售2002-04 屬 2002 當年（非 >2002）。
SOURCE	cdg-2282	cdg-2282:true		會宇 triage＋補完批次	588	**cdg-2282 黑金企業2 開發歸屬待考**：System 3 國際 ludography 無「Street Wars 2」，確為台灣專屬；但由會宇自製抑或取得 System 3 引擎授權製作，無直接來源證實，developer 暫掛「會宇」＋native。玩法細節目前僅巴哈 ACG 單一來源。另社群提及對岸「黑
?	cdg-5107|cdg-5108	cdg-5107:true,cdg-5108:true		會宇 triage＋補完批次	589	**cdg-5107 大決戰 / cdg-5108 哇哩咧炸彈人**：size（片數）、確切台灣發行月份除巴哈 ACG 外未有二源；size 留 null。大決戰平台以韓系RTS＋2001＋TCP/IP 推定 Windows，未硬證 DOS/Win 標示。
SOURCE	cdg-5109	cdg-5109:false		會宇 triage＋補完批次	590	**cdg-5109 台灣爆笑麻將**：多輪搜尋（巴哈ACG／拍賣二手／百度）零命中，發行年代、開發商、平台、是否真上市皆待考；名稱可能有異（省略「台灣」或另有別名），或需查會宇原始產品目錄／舊雜誌廣告。
DECIDE	cdg-1827|cdg-1828|cdg-1828	cdg-1827:true,cdg-1828:false,cdg-1828:false		會宇 triage＋補完批次 2	595	**cdg-1827 神劍傳說 vs cdg-1828 神劍傳說2 撞名非同系列**：1 為 team AMOS《Protocos》、2 為 Ecstasy《신검의 전설 2 라이어/LIAR》（歡樂盒代理1996），中文譯名偶合、無血緣；正文已中性標明。cdg-1828 developer/publisher 既有值
?	cdg-2283|cdg-1907	cdg-2283:true,cdg-1907:true		會宇 triage＋補完批次 2	596	**cdg-2283 黑鷹傳奇 開發商全名/別名**：確認「北京八爪魚」（與 cdg-1907 殺氣沖天同開發商，developer 欄沿用既有「八爪魚」字串保實體一致）；「騰圖」記法查無、未寫入。「黑鷹傳奇2」傾向同款別名而非獨立續作，無二代獨立發行足跡；片數 2CD 沿用既有、公開來源未再證。
SOURCE	cdg-5110|cdg-5111	cdg-5110:true,cdg-5111:true		會宇 triage＋補完批次 2	597	**cdg-5110 時間之輪 / cdg-5111 機甲帝國 中文化程度待考**：會宇代理身分依 kudgame 清單，確切台灣發行年與繁中化程度無一手佐證；依會宇代理慣例暫標 localized（zh），year 採原版年 1999。若日後翻到販售目錄／廣告可證實/修正（星際開拓者已明確為英文版故標 packagi
SOURCE	cdg-0007|cdg-5113|cdg-5113	cdg-0007:true,cdg-5113:true,cdg-5113:true		會宇 triage＋補完批次 3	603	**cdg-0007 18輪 / cdg-5113 銀河創世紀2 確切台灣發行年待考**：兩款台灣會宇發行年無一手佐證（推估同原版 2000 / 1999）。**cdg-5113 銀河創世紀2 中文化程度待考**：未見繁中化報導，保守標 packaging/en（同期會宇大型策略多英文版代理），但有系列中文譯名，若日後
?	cdg-0476	cdg-0476:true		會宇 triage＋補完批次 3	604	**cdg-0476 天空之鷹 日本發行商全名查無**：巴哈僅提「NEC」（疑 NEC InterChannel 系），未見官方全稱，未寫入 staff/publisher。chiuinan 記 12/14 與 12/24 兩種光碟版音軌不同不可互換（版本細節，未展開）。
SOURCE	cdg-1836	cdg-1836:true		會宇 triage＋補完批次 4	610	**cdg-1836 神奇堆堆樂 標題「2」疑義**：台灣二手廣告品名作「神奇堆堆樂２－動感積木（中文版）」帶數字2，且同賣家另列「LEGO 99 神奇堆堆樂」，會宇這系列疑不只一款；現標題沿用 chiuinan「神奇堆堆樂：動感積木」（無2）、加 alias 待查。年份 chiuinan 1997／Old-Games
?	cdg-5115	cdg-5115:true		會宇 triage＋補完批次 4	611	**cdg-5115 烏龍道士 台灣代理確切上市日查無**：巴哈無獨立 ACG 頁，year 採韓國原版年1998；台灣代理應在系列二代（波利魔特 2001-04）之前或同期。戰爭與和平/波利魔特台售日有巴哈一手佐證。三款新建 provenance 僅 manual@game-entry。
SOURCE	cdg-0184	cdg-0184:true		智冠 triage＋補完批次 C1	616	**cdg-0184 「大野狼工作室」單一來源**：僅 chiuinan 一處記載製作方，查無第二來源，工作室所在地無佐證（developer_region: TW 係依 native TW 產品推斷，非硬證）。巴哈／遊戲基地皆無此款條目，考據強度弱。`adult: true` 為既有值沿用，**chiuinan 頁面
SOURCE	cdg-1734	cdg-1734:true		智冠 triage＋補完批次 C1	617	**cdg-1734 快遞宅急便 chiuinan 頁為 stub**：簡介欄標「待補」，年份欄誤植「2014」、內文誤植「20014」（皆為 2001 之誤，已由原聲帶佐證，未寫入正文）。`size: 1CD` 片數無外部佐證、沿用既有值。巴哈／遊戲基地查無條目。
SOURCE	cdg-0729	cdg-0729:true	2003-02-18	智冠 triage＋補完批次 C1	618	**cdg-0729 發行日 2003-02-18 未採用**：僅見於搜尋引擎生成摘要，巴哈條目頁（acg.gamer.com.tw/acgDetail.php?s=4352）**確認存在但 WebFetch 遭 403**，未能直證，故僅寫入 year 2003。gamer.com.tw 全站擋 WebFetch，需
?	cdg-5134	cdg-5134:false		智冠 triage＋補完批次 C1	619	**cdg-5134 勁爆台灣十六張麻將 疑為誤植品名**：多輪 WebSearch ＋ chiuinan 全表（60+ 款麻將、23 筆「勁爆」開頭全為 Sega/Acclaim 系運動遊戲）**查無此名任何足跡**。唯一近名真實產品為《大蕃薯 Online：勁爆台灣麻將》（**線上遊戲、非智冠、非單機**，玩法確為
?	cdg-4319	cdg-4319:false		智冠 triage＋補完批次 C1	620	**cdg-4319 靈幻宅急便 僅列表級足跡**：kudgame ＰＣ遊戲列表中「【智冠】靈幻宅急便」一行（**無超連結、站上無專屬頁**），與《快遞宅急便》相鄰同歸智冠標題下。omega 站內搜尋無頁面，WebSearch 全數查無。僅能支持「智冠 PC 款」，dev/year/genre 一律留 null 未外推
SOURCE	cdg-5137|cdg-1134|cdg-5096|cdg-0677|cdg-0511	cdg-5137:true,cdg-1134:true,cdg-5096:true,cdg-0677:true,cdg-0511:true	2000-10-17	智冠 triage＋補完批次 C2	627	**cdg-5137 女皇騎士團 台灣發行商僅 kudgame 列表佐證**：百科知識／華人百科（同一份文本）記「製作公司：Gameone／**上市代理：金智塔**」，金智塔在本庫既有款（cdg-1134 江湖、cdg-5096 古龍群俠傳）均為**深圳**開發商、由華義代理，故「金智塔代理」**應指中國大陸代理、非台
SOURCE	cdg-5136	cdg-5136:false		智冠 triage＋補完批次 C2	628	**cdg-5136 荷花仙子 僅列表級足跡**：kudgame ＰＣ遊戲列表「【智冠】荷花仙子」一行（無超連結、站上無專屬頁），chiuinan／registry／content 全數 grep 無命中。另有兩條**未證實為同一款**的弱線索：①蝦皮二手拍賣標題「荷花仙子-圓明園之濂溪樂處 懷舊pc遊戲 1988 智
DECIDE	cdg-2732|cdg-1543|cdg-1824|cdg-2731	cdg-2732:true,cdg-1543:true,cdg-1824:true,cdg-2731:true		智冠 triage＋補完批次 C2	629	**cdg-2732 「琪薇」名稱與 size 待確認**：智冠官網存檔作「琪薇遊戲工房」（英文 KIWIGAME），本庫既有 people 頁 `劉昭毅` 及 cdg-1543／cdg-1824 正文則作「琪薇遊戲**工坊**」（劉昭毅／GRX 創立，早期工作室名 KINOKO）。**工房 vs 工坊是否同一實體、未
SOURCE	cdg-3424	cdg-3424:true		智冠 triage＋補完批次 C2	630	**cdg-3424 花神傳說 發售日與畫面記載分歧**：百度百科正文「2002年8月發行」、簡介段另記「2002年08月15日」，搜尋摘要則作 08-13，**無一手佐證故僅寫入 year 2002 與月份**。畫面記載衝突：chiuinan 逐字「以3D斜角畫面呈現」vs 百度「畫面為2D」（後者出自下載站規格區塊
SOURCE	cdg-3722|cdg-0677|cdg-0511	cdg-3722:true,cdg-0677:true,cdg-0511:true	1998-03-01	智冠 triage＋補完批次 C3	635	**cdg-3722 魔法軍團 開發商身分已確認、但發行商品牌與年份有分歧**：「勁一番」＝香港 GameOne（1993 成立、2000 改名智傲），與 memory `developer-identity-traps`（Gameone＝香港智傲非新加坡）一致，故 region HK、localization loc
SOURCE	cdg-3645	cdg-3645:true	2000-12-15	智冠 triage＋補完批次 C3	636	**cdg-3645 鬥神物語 年份採 omega 的 2000-12-15、與 chiuinan 的 2001 分歧**：omega 表格＋其轉引的 acgwolf 資料兩處一致記 2000/12/15，且《軟體世界》廣告見於 141–142 期、評測見 140 期（2001 上半），與「2000 年底上市、2001
?	cdg-4324|cdg-0767	cdg-4324:true,cdg-0767:true		智冠 triage＋補完批次 C3	637	**cdg-4324 平妖傳 開發商「海豚蜂小組」僅百度百科單一來源**：百度記「海豚蜂小組與智冠科技聯合開發」，無任何台灣側佐證，亦查無該團隊其他作品或所在地；frontmatter developer 保守記 `智冠`（比照 cdg-0767 地獄門的智冠自製款 publisher_tw 留空慣例），海豚蜂小組僅於
SOURCE	cdg-5138|cdg-2732	cdg-5138:true,cdg-2732:true		智冠 triage＋補完批次 C3	638	**cdg-5138 奇靈王 台灣發行商歸屬待考（智冠 vs 天泉自行發行）**：**開發商天泉科技已硬證**——遊戲內第 20 關阿布廟問答的正解即「奇靈王是天泉公司製作的」，另《戰棋遊戲》百科條目列「台灣天泉科技：成吉思汗（2003）／奇靈王」。**發行商兩說**：台灣側 kudgame 清單歸【智冠】區塊、j9y
